inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value,year
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2013
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2013
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2013
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2013
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2013
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,tco2e,0.0,2013
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,tco2e,500245.27,2013
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,tco2e,66865.37,2013
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,tco2e,0.0,2013
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,tco2e,0.0,2013
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,tco2e,659696.1,2013
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,tco2e,14917.72,2013
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,tco2e,0.0,2013
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,tco2e,90900.42,2013
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,tco2e,0.0,2013
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,tco2e,1766.33,2013
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,tco2e,1882943.38,2013
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,tco2e,3978.83,2013
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,tco2e,184053.35,2013
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,tco2e,70129.07,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,22346075.33,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,12944339.78,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,15820225.21,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,source_mmbtu,1299326.52,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,source_mmbtu,136235171.42,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,source_mmbtu,81212705.93,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,source_mmbtu,9204713.33,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,136235171.42,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,source_mmbtu,9204713.33,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,81212705.93,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,81212705.93,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,12662754.24,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,2310289.23,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,1941299.65,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,source_mmbtu,327077.12,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,source_mmbtu,208891072.95,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,source_mmbtu,107085174.53,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,source_mmbtu,17259599.77,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,208891072.95,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,source_mmbtu,17259599.77,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,107085174.53,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,107085174.53,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,2919290.97,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,497760.1,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,149903.45,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,source_mmbtu,58063.17,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,source_mmbtu,77543573.92,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,source_mmbtu,119457262.26,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,source_mmbtu,5177879.94,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,77543573.92,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,source_mmbtu,5177879.94,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,119457262.26,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,119457262.26,2013
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,source_mmbtu,0.0,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,source_mmbtu,158581102.09,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,source_mmbtu,2049756.39,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,source_mmbtu,3672.51,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,source_mmbtu,3855154.32,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,source_mmbtu,1983864.52,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,source_mmbtu,16627.48,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,source_mmbtu,18434791.03,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,source_mmbtu,962262.96,2013
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2013
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,source_mmbtu,19012261.08,2013
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,source_mmbtu,0.0,2013
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,source_mmbtu,0.0,2013
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2013
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,source_mmbtu,862773.38,2013
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,16627.48,2013
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,16627.48,2013
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,3672.51,2013
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2013
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2013
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,source_mmbtu,6893351.91,2013
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,source_mmbtu,1433847.52,2013
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,source_mmbtu,1433847.52,2013
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,source_mmbtu,1433847.52,2013
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,source_mmbtu,19247938.47,2013
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,source_mmbtu,200950.66,2013
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,19247938.47,2013
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,source_mmbtu,1203733.21,2013
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,source_mmbtu,4.52,2013
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,source_mmbtu,25510.26,2013
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,source_mmbtu,0.0,2013
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,source_mmbtu,0.0,2013
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,source_mmbtu,0.0,2013
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,source_mmbtu,0.0,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,1693793.39,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,967384.25,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,1183239.02,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,141.69,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,tco2e_20_yr_gwp,4674446.04,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,4112344.87,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,tco2e_20_yr_gwp,306397.73,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,4447711.9,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,296142.28,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,3260172.88,2013
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,464451.87,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,959814.6,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,172657.51,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,145195.25,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,35.67,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,tco2e_20_yr_gwp,7167385.92,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,5422441.75,2013
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,tco2e_20_yr_gwp,574521.11,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,6819731.66,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,555291.3,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,4298787.7,2013
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,612415.37,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,221277.15,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,37199.68,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,11211.7,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,6.33,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,tco2e_20_yr_gwp,2660643.71,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,6048923.67,2013
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,tco2e_20_yr_gwp,172356.33,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,2531589.11,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,166587.39,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,4795448.22,2013
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,683170.8,2013
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,tco2e_20_yr_gwp,1278223.3,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,10482155.35,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,tco2e_20_yr_gwp,148961.05,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,tco2e_20_yr_gwp,126.01,2013
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,255270.34,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,144292.47,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,857.59,2013
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,1340025.94,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,63390.08,2013
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,1256342.33,2013
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,tco2e_20_yr_gwp,62739.27,2013
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,332.81,2013
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,332.81,2013
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,119.9,2013
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,tco2e_20_yr_gwp,500868.94,2013
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,tco2e_20_yr_gwp,66974.16,2013
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,12206.74,2013
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,12206.74,2013
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,tco2e_20_yr_gwp,660427.47,2013
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,tco2e_20_yr_gwp,14979.2,2013
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,628393.42,2013
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,tco2e_20_yr_gwp,93851.05,2013
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,0.0,2013
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,tco2e_20_yr_gwp,1766.33,2013
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,tco2e_20_yr_gwp,5480107.63,2013
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,tco2e_20_yr_gwp,8362.75,2013
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,tco2e_20_yr_gwp,535667.82,2013
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,tco2e_20_yr_gwp,70129.07,2013
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,consumed,122982866.62,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,consumed,53636327.46,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,consumed,27329254.41,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,consumed,6760601.49,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,consumed,15056362253.46,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,consumed,180249523909.04,2014
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,consumed,2914003579.0,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,consumed,15056362253.46,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,consumed,2914003579.0,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,consumed,180249523909.04,2014
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,consumed,180249523909.04,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,consumed,69690171.19,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,consumed,9572943.23,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,consumed,3353572.48,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,consumed,1701834.01,2014
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,consumed,24163732596.36,2014
